date,Antigua and Barbuda,Australia,Bangladesh,Brazil,Chile,Czechia,Denmark,France,Indonesia,Italy,Japan,Malaysia,Mexico,Philippines,Saudi Arabia,Serbia,Slovenia,Spain,Taiwan,Thailand,United States
2020-04-28,-36.0,-10.0,-54.0,-16.0,-39.0,-1.0,-6.0,-34.0,-26.0,-39.0,2.0,-42.0,-28.0,-58.0,-34.0,-7.0,-10.0,-45.0,2.0,-12.0,-10.0
2020-04-29,-31.0,-13.0,-51.0,-15.0,-36.0,5.0,-9.0,-32.0,-24.0,-36.0,-5.0,-41.0,-21.0,-57.0,-33.0,-1.0,-15.0,-41.0,-1.0,-15.0,-11.0
2020-04-30,-28.0,-8.0,-51.0,3.0,-23.0,17.0,-1.0,-16.0,-19.0,-23.0,4.0,-33.0,-10.0,-50.0,-33.0,7.0,19.0,-30.0,5.0,-2.0,-9.0
2020-05-01,-30.0,-3.0,-53.0,-33.0,-78.0,-31.0,0.0,-87.0,-23.0,-90.0,1.0,-35.0,-22.0,-53.0,-36.0,-96.0,-92.0,-88.0,15.0,3.0,-7.0
2020-05-02,-32.0,-1.0,-52.0,-7.0,-29.0,-3.0,0.0,-26.0,-24.0,-37.0,-5.0,-41.0,-21.0,-53.0,-34.0,-48.0,-90.0,-31.0,4.0,-5.0,-4.0
2020-05-03,-32.0,-6.0,-48.0,-21.0,-39.0,-5.0,-7.0,-56.0,-28.0,-71.0,-9.0,-45.0,-28.0,-63.0,-32.0,-44.0,-25.0,-44.0,2.0,-3.0,-8.0
2020-05-04,-56.0,-17.0,-48.0,-10.0,-30.0,-2.0,-2.0,-24.0,-21.0,-25.0,-6.0,-26.0,-22.0,-51.0,-33.0,-27.0,-16.0,-35.0,4.0,-6.0,-7.0
2020-05-05,-27.0,-3.0,-48.0,-7.0,-28.0,1.0,0.0,-23.0,-19.0,-27.0,0.0,-23.0,-25.0,-48.0,-32.0,-18.0,-18.0,-32.0,8.0,2.0,-3.0
2020-05-06,-20.0,-6.0,-48.0,-6.0,-30.0,8.0,2.0,-23.0,-18.0,-28.0,-12.0,-18.0,-23.0,-47.0,-31.0,-21.0,-19.0,-32.0,4.0,-1.0,-6.0
2020-05-07,-26.0,-2.0,-44.0,1.0,-30.0,34.0,17.0,-12.0,-18.0,-27.0,1.0,-15.0,-22.0,-47.0,-31.0,-13.0,-18.0,-33.0,3.0,-3.0,-3.0
2020-05-08,-23.0,5.0,-43.0,7.0,-30.0,-77.0,-30.0,-58.0,-19.0,-23.0,0.0,-19.0,-22.0,-47.0,-35.0,-5.0,-15.0,-34.0,9.0,-1.0,-5.0
2020-05-09,-25.0,13.0,-42.0,10.0,-31.0,24.0,11.0,-27.0,-22.0,-28.0,-5.0,-23.0,-17.0,-45.0,-31.0,-13.0,-12.0,-38.0,9.0,-4.0,7.0
2020-05-10,-28.0,-4.0,-37.0,-4.0,-41.0,12.0,1.0,-50.0,-23.0,-61.0,-7.0,-26.0,-24.0,-51.0,-25.0,-14.0,-81.0,-57.0,6.0,-4.0,1.0
2020-05-11,-30.0,-7.0,-36.0,-11.0,-42.0,4.0,1.0,-10.0,-16.0,-31.0,-2.0,-12.0,-26.0,-45.0,-26.0,-7.0,-15.0,-28.0,9.0,-7.0,-11.0
2020-05-12,-28.0,-4.0,-35.0,-11.0,-39.0,13.0,1.0,-5.0,-13.0,-24.0,0.0,-15.0,-25.0,-44.0,-21.0,1.0,-19.0,-29.0,3.0,2.0,-6.0
2020-05-13,-29.0,-5.0,-39.0,-14.0,-35.0,7.0,1.0,-10.0,-12.0,-27.0,-1.0,-11.0,-23.0,-44.0,-27.0,-6.0,-17.0,-26.0,4.0,-2.0,-5.0
2020-05-14,-23.0,-4.0,-35.0,-12.0,-35.0,2.0,1.0,-7.0,-10.0,-24.0,-1.0,-11.0,-20.0,-44.0,-29.0,-8.0,-16.0,-30.0,0.0,-3.0,-5.0
2020-05-15,-21.0,2.0,-34.0,-7.0,-33.0,2.0,-2.0,-8.0,-9.0,-22.0,0.0,-12.0,-16.0,-50.0,-32.0,-7.0,-12.0,-29.0,6.0,1.0,-7.0
2020-05-16,-23.0,3.0,-32.0,-8.0,-45.0,0.0,0.0,-12.0,-8.0,-26.0,-12.0,-18.0,-16.0,-38.0,-29.0,-11.0,-4.0,-31.0,1.0,-2.0,-3.0
2020-05-17,-31.0,-3.0,-32.0,-17.0,-52.0,-1.0,-6.0,-17.0,-13.0,-56.0,-1.0,-19.0,-24.0,-48.0,-26.0,-13.0,-81.0,-41.0,7.0,0.0,-8.0
2020-05-18,-25.0,-4.0,-31.0,-13.0,-45.0,-3.0,-3.0,-6.0,-10.0,-19.0,-7.0,-7.0,-19.0,-33.0,-25.0,-7.0,-8.0,-23.0,-3.0,0.0,-8.0
2020-05-19,-23.0,-3.0,-31.0,-13.0,-42.0,-1.0,3.0,-2.0,1.0,-18.0,-4.0,-5.0,-21.0,-35.0,-22.0,NA,-9.0,-21.0,-7.0,0.0,-4.0
2020-05-20,-22.0,-3.0,-37.0,-8.0,-37.0,4.0,15.0,9.0,3.0,-18.0,1.0,-2.0,-19.0,-34.0,-16.0,NA,-8.0,-20.0,2.0,1.0,-3.0
2020-05-21,-21.0,-3.0,-45.0,-7.0,-53.0,5.0,-21.0,-36.0,12.0,-15.0,-1.0,0.0,-20.0,-34.0,-10.0,NA,-6.0,-18.0,-12.0,0.0,-1.0
2020-05-22,-20.0,5.0,-24.0,-6.0,-40.0,3.0,2.0,1.0,7.0,-13.0,-2.0,4.0,-20.0,-37.0,4.0,NA,-9.0,-19.0,-11.0,1.0,-2.0
2020-05-23,-18.0,5.0,-23.0,-7.0,-42.0,3.0,-1.0,-14.0,6.0,-17.0,0.0,-1.0,-18.0,-38.0,-62.0,NA,-4.0,-23.0,5.0,-2.0,0.0
2020-05-24,-29.0,-3.0,-15.0,-18.0,-50.0,2.0,-8.0,-17.0,-30.0,-38.0,-1.0,-47.0,-24.0,-47.0,-72.0,NA,-80.0,-33.0,10.0,-3.0,-2.0
